region,district,cereal_share,root_share,legume_share,avg_yield,size_log,num_crops,total_area,total_production,cluster,group_name
UPPER EAST,Kassena Nankana West,0.6667272413555697,0.0,0.33327275864443023,1.2535961900843937,4.769565258105081,7,58825.45,73743.36,3,Northern cereal-legume
UPPER EAST,Nabdam,0.9080328356838522,0.0,0.09196716431614786,0.8908663721545346,4.130488800035672,5,13504.82,12030.990000000002,2,Other
UPPER EAST,Pusiga,0.634570850357256,0.0,0.36542914964274387,1.4565875000337998,4.413091621758985,7,25887.59,37707.53999999999,3,Northern cereal-legume
UPPER EAST,Talensi,0.9309241094475994,0.0,0.06907589055240063,2.2503107898812593,3.9860996250551297,5,9685.0,21794.26,2,Other
UPPER EAST,Talensi Nabdam,0.6543503475818492,0.0,0.3456496524181507,0.997481736681867,4.846528481232476,7,70230.94,70054.08,3,Northern cereal-legume
UPPER WEST,Dafiama-Bussie-Issa,0.5342827107081137,0.10980541664333697,0.35591187264854945,3.9017000590739537,4.678390803371292,8,47685.99,186056.42999999996,3,Northern cereal-legume
UPPER WEST,Jirapa,0.5119720027397653,0.021609426123760298,0.4664185711364742,1.2567394032044024,5.318070037244155,8,208003.21000000002,261405.83,3,Northern cereal-legume
UPPER WEST,Lambussie-Karni,0.5267068071170611,0.02112237290833937,0.4521708199745996,0.8685803207534865,5.106828505183006,8,127887.62,111080.66999999998,3,Northern cereal-legume
UPPER WEST,Lawra,0.8658340255337713,0.0,0.13416597446622874,1.1230146763973878,5.313735351919477,7,205937.46,231270.79,3,Northern cereal-legume
UPPER WEST,Nadowli,0.4246210636269066,0.061816723237180064,0.5135622131359134,2.3952734187102847,5.550886733538415,8,355538.57999999996,851612.11,3,Northern cereal-legume
UPPER WEST,Nandom,0.8271887684929662,0.0,0.1728112315070337,1.220367013597322,4.466451506286709,7,29271.940000000002,35722.509999999995,3,Northern cereal-legume
UPPER WEST,Sissala East,0.5085613154163475,0.13246606901054528,0.35897261557310717,3.6568735843170113,5.131797669683573,8,135455.82,495344.80999999994,3,Northern cereal-legume
UPPER WEST,Sissala West,0.5017034091330714,0.06531517865936189,0.43298141220756664,2.546164407657112,5.326567020239383,8,212112.87,540074.24,3,Northern cereal-legume
